Nombre de la ciudad: Kabul, nombre del pais: Afghanistan, Poblacion ciudad: 1851912
Nombre de la ciudad: Sibu, nombre del pais: Malaysia, Poblacion ciudad: 131486
Nombre de la ciudad: Sandakan, nombre del pais: Malaysia, Poblacion ciudad: 130924
Nombre de la ciudad: Alor Setar, nombre del pais: Malaysia, Poblacion ciudad: 129438
Nombre de la ciudad: Selayang Baru, nombre del pais: Malaysia, Poblacion ciudad: 129246
Nombre de la ciudad: Sungai Petani, nombre del pais: Malaysia, Poblacion ciudad: 119399
Nombre de la ciudad: Shah Alam, nombre del pais: Malaysia, Poblacion ciudad: 106140
Nombre de la ciudad: Kathmandu, nombre del pais: Nepal, Poblacion ciudad: 615744
Nombre de la ciudad: Biratnagar, nombre del pais: Nepal, Poblacion ciudad: 164137
Nombre de la ciudad: Pokhara, nombre del pais: Nepal, Poblacion ciudad: 152228
Nombre de la ciudad: Lalitapur, nombre del pais: Nepal, Poblacion ciudad: 151738
Nombre de la ciudad: Birgunj, nombre del pais: Nepal, Poblacion ciudad: 94300
Nombre de la ciudad: al-Sib, nombre del pais: Oman, Poblacion ciudad: 161262
Nombre de la ciudad: Salala, nombre del pais: Oman, Poblacion ciudad: 137137
Nombre de la ciudad: Bawshar, nombre del pais: Oman, Poblacion ciudad: 111843
Nombre de la ciudad: Suhar, nombre del pais: Oman, Poblacion ciudad: 94482
Nombre de la ciudad: Masqat, nombre del pais: Oman, Poblacion ciudad: 54068
Nombre de la ciudad: Karachi, nombre del pais: Pakistan, Poblacion ciudad: 9643743
Nombre de la ciudad: Lahore, nombre del pais: Pakistan, Poblacion ciudad: 5268063
Nombre de la ciudad: Faisalabad, nombre del pais: Pakistan, Poblacion ciudad: 2057125
Nombre de la ciudad: Rawalpindi, nombre del pais: Pakistan, Poblacion ciudad: 1463024
Nombre de la ciudad: Multan, nombre del pais: Pakistan, Poblacion ciudad: 1230210
Nombre de la ciudad: Hyderabad, nombre del pais: Pakistan, Poblacion ciudad: 1197784
Nombre de la ciudad: Gujranwala, nombre del pais: Pakistan, Poblacion ciudad: 1170187
Nombre de la ciudad: Peshawar, nombre del pais: Pakistan, Poblacion ciudad: 1027920
Nombre de la ciudad: Quetta, nombre del pais: Pakistan, Poblacion ciudad: 582943
Nombre de la ciudad: Islamabad, nombre del pais: Pakistan, Poblacion ciudad: 545689
Nombre de la ciudad: Sargodha, nombre del pais: Pakistan, Poblacion ciudad: 473756
Nombre de la ciudad: Sialkot, nombre del pais: Pakistan, Poblacion ciudad: 434466
Nombre de la ciudad: Bahawalpur, nombre del pais: Pakistan, Poblacion ciudad: 419705
Nombre de la ciudad: Sukkur, nombre del pais: Pakistan, Poblacion ciudad: 342474
Nombre de la ciudad: Jhang, nombre del pais: Pakistan, Poblacion ciudad: 304019
Nombre de la ciudad: Sheikhupura, nombre del pais: Pakistan, Poblacion ciudad: 282858
Nombre de la ciudad: Larkana, nombre del pais: Pakistan, Poblacion ciudad: 281288
Nombre de la ciudad: Gujrat, nombre del pais: Pakistan, Poblacion ciudad: 260225
Nombre de la ciudad: Mardan, nombre del pais: Pakistan, Poblacion ciudad: 254389
Nombre de la ciudad: Kasur, nombre del pais: Pakistan, Poblacion ciudad: 251410
Nombre de la ciudad: Rahim Yar Khan, nombre del pais: Pakistan, Poblacion ciudad: 237708
Nombre de la ciudad: Sahiwal, nombre del pais: Pakistan, Poblacion ciudad: 215765
Nombre de la ciudad: Okara, nombre del pais: Pakistan, Poblacion ciudad: 209017
Nombre de la ciudad: Wah, nombre del pais: Pakistan, Poblacion ciudad: 206415
Nombre de la ciudad: Dera Ghazi Khan, nombre del pais: Pakistan, Poblacion ciudad: 195699
Nombre de la ciudad: Mirpur Khas, nombre del pais: Pakistan, Poblacion ciudad: 191953
Nombre de la ciudad: Nawabshah, nombre del pais: Pakistan, Poblacion ciudad: 190497
Nombre de la ciudad: Mingora, nombre del pais: Pakistan, Poblacion ciudad: 181549
Nombre de la ciudad: Chiniot, nombre del pais: Pakistan, Poblacion ciudad: 176139
Nombre de la ciudad: Kamoke, nombre del pais: Pakistan, Poblacion ciudad: 157100
Nombre de la ciudad: Mandi Burewala, nombre del pais: Pakistan, Poblacion ciudad: 155955
Nombre de la ciudad: Jhelum, nombre del pais: Pakistan, Poblacion ciudad: 151690
Nombre de la ciudad: Sadiqabad, nombre del pais: Pakistan, Poblacion ciudad: 147216
Nombre de la ciudad: Jacobabad, nombre del pais: Pakistan, Poblacion ciudad: 143263
Nombre de la ciudad: Shikarpur, nombre del pais: Pakistan, Poblacion ciudad: 138685
Nombre de la ciudad: Khanewal, nombre del pais: Pakistan, Poblacion ciudad: 138373
Nombre de la ciudad: Hafizabad, nombre del pais: Pakistan, Poblacion ciudad: 135460
Nombre de la ciudad: Kohat, nombre del pais: Pakistan, Poblacion ciudad: 130362
Nombre de la ciudad: Muzaffargarh, nombre del pais: Pakistan, Poblacion ciudad: 126512
Nombre de la ciudad: Khanpur, nombre del pais: Pakistan, Poblacion ciudad: 122559
Nombre de la ciudad: Gojra, nombre del pais: Pakistan, Poblacion ciudad: 119646
Nombre de la ciudad: Bahawalnagar, nombre del pais: Pakistan, Poblacion ciudad: 114027
Nombre de la ciudad: Muridke, nombre del pais: Pakistan, Poblacion ciudad: 112987
Nombre de la ciudad: Pak Pattan, nombre del pais: Pakistan, Poblacion ciudad: 112155
Nombre de la ciudad: Abottabad, nombre del pais: Pakistan, Poblacion ciudad: 110282
Nombre de la ciudad: Tando Adam, nombre del pais: Pakistan, Poblacion ciudad: 107577
Nombre de la ciudad: Jaranwala, nombre del pais: Pakistan, Poblacion ciudad: 107473
Nombre de la ciudad: Khairpur, nombre del pais: Pakistan, Poblacion ciudad: 106328
Nombre de la ciudad: Chishtian Mandi, nombre del pais: Pakistan, Poblacion ciudad: 105808
Nombre de la ciudad: Daska, nombre del pais: Pakistan, Poblacion ciudad: 105600
Nombre de la ciudad: Dadu, nombre del pais: Pakistan, Poblacion ciudad: 102583
Nombre de la ciudad: Mandi Bahauddin, nombre del pais: Pakistan, Poblacion ciudad: 101230
Nombre de la ciudad: Ahmadpur East, nombre del pais: Pakistan, Poblacion ciudad: 99878
Nombre de la ciudad: Kamalia, nombre del pais: Pakistan, Poblacion ciudad: 99150
Nombre de la ciudad: Khuzdar, nombre del pais: Pakistan, Poblacion ciudad: 96861
Nombre de la ciudad: Vihari, nombre del pais: Pakistan, Poblacion ciudad: 96028
Nombre de la ciudad: Dera Ismail Khan, nombre del pais: Pakistan, Poblacion ciudad: 94052
Nombre de la ciudad: Wazirabad, nombre del pais: Pakistan, Poblacion ciudad: 93323
Nombre de la ciudad: Nowshera, nombre del pais: Pakistan, Poblacion ciudad: 93011
Nombre de la ciudad: Quezon, nombre del pais: Philippines, Poblacion ciudad: 2261653
Nombre de la ciudad: Manila, nombre del pais: Philippines, Poblacion ciudad: 1644957
Nombre de la ciudad: Kalookan, nombre del pais: Philippines, Poblacion ciudad: 1225179
Nombre de la ciudad: Davao, nombre del pais: Philippines, Poblacion ciudad: 1193459
Nombre de la ciudad: Cebu, nombre del pais: Philippines, Poblacion ciudad: 747860
Nombre de la ciudad: Zamboanga, nombre del pais: Philippines, Poblacion ciudad: 626105
Nombre de la ciudad: Pasig, nombre del pais: Philippines, Poblacion ciudad: 525462
Nombre de la ciudad: Valenzuela, nombre del pais: Philippines, Poblacion ciudad: 505043
Nombre de la ciudad: Las Piñas, nombre del pais: Philippines, Poblacion ciudad: 491879
Nombre de la ciudad: Antipolo, nombre del pais: Philippines, Poblacion ciudad: 489888
Nombre de la ciudad: Taguig, nombre del pais: Philippines, Poblacion ciudad: 486256
Nombre de la ciudad: Cagayan de Oro, nombre del pais: Philippines, Poblacion ciudad: 480536
Nombre de la ciudad: Parañaque, nombre del pais: Philippines, Poblacion ciudad: 467983
Nombre de la ciudad: Makati, nombre del pais: Philippines, Poblacion ciudad: 462839
Nombre de la ciudad: Bacolod, nombre del pais: Philippines, Poblacion ciudad: 446410
Nombre de la ciudad: General Santos, nombre del pais: Philippines, Poblacion ciudad: 428459
Nombre de la ciudad: Marikina, nombre del pais: Philippines, Poblacion ciudad: 406972
Nombre de la ciudad: Dasmariñas, nombre del pais: Philippines, Poblacion ciudad: 394852
Nombre de la ciudad: Muntinlupa, nombre del pais: Philippines, Poblacion ciudad: 394633
Nombre de la ciudad: Iloilo, nombre del pais: Philippines, Poblacion ciudad: 380598
Nombre de la ciudad: Pasay, nombre del pais: Philippines, Poblacion ciudad: 369246
Nombre de la ciudad: Malabon, nombre del pais: Philippines, Poblacion ciudad: 352544
Nombre de la ciudad: San José del Monte, nombre del pais: Philippines, Poblacion ciudad: 328565
Nombre de la ciudad: Bacoor, nombre del pais: Philippines, Poblacion ciudad: 318048
Nombre de la ciudad: Iligan, nombre del pais: Philippines, Poblacion ciudad: 296577
Nombre de la ciudad: Calamba, nombre del pais: Philippines, Poblacion ciudad: 292503
Nombre de la ciudad: Mandaluyong, nombre del pais: Philippines, Poblacion ciudad: 289723
Nombre de la ciudad: Butuan, nombre del pais: Philippines, Poblacion ciudad: 278076
Nombre de la ciudad: Angeles, nombre del pais: Philippines, Poblacion ciudad: 274635
Nombre de la ciudad: Tarlac, nombre del pais: Philippines, Poblacion ciudad: 273084
Nombre de la ciudad: Mandaue, nombre del pais: Philippines, Poblacion ciudad: 270220
Nombre de la ciudad: Baguio, nombre del pais: Philippines, Poblacion ciudad: 262581
Nombre de la ciudad: Batangas, nombre del pais: Philippines, Poblacion ciudad: 257589
Nombre de la ciudad: Cainta, nombre del pais: Philippines, Poblacion ciudad: 252308
Nombre de la ciudad: San Pedro, nombre del pais: Philippines, Poblacion ciudad: 240751
Nombre de la ciudad: Navotas, nombre del pais: Philippines, Poblacion ciudad: 239711
Nombre de la ciudad: Cabanatuan, nombre del pais: Philippines, Poblacion ciudad: 231862
Nombre de la ciudad: San Fernando, nombre del pais: Philippines, Poblacion ciudad: 230819
Nombre de la ciudad: Lipa, nombre del pais: Philippines, Poblacion ciudad: 227271
Nombre de la ciudad: Lapu-Lapu, nombre del pais: Philippines, Poblacion ciudad: 225786
Nombre de la ciudad: San Pablo, nombre del pais: Philippines, Poblacion ciudad: 216326
Nombre de la ciudad: Biñan, nombre del pais: Philippines, Poblacion ciudad: 209313
Nombre de la ciudad: Taytay, nombre del pais: Philippines, Poblacion ciudad: 206188
Nombre de la ciudad: Lucena, nombre del pais: Philippines, Poblacion ciudad: 203995
Nombre de la ciudad: Imus, nombre del pais: Philippines, Poblacion ciudad: 203378
Nombre de la ciudad: Olongapo, nombre del pais: Philippines, Poblacion ciudad: 202107
Nombre de la ciudad: Binangonan, nombre del pais: Philippines, Poblacion ciudad: 195272
Nombre de la ciudad: Santa Rosa, nombre del pais: Philippines, Poblacion ciudad: 193131
Nombre de la ciudad: Tagum, nombre del pais: Philippines, Poblacion ciudad: 186783
Nombre de la ciudad: Tacloban, nombre del pais: Philippines, Poblacion ciudad: 185855
Nombre de la ciudad: Malolos, nombre del pais: Philippines, Poblacion ciudad: 182371
Nombre de la ciudad: Mabalacat, nombre del pais: Philippines, Poblacion ciudad: 177954
Nombre de la ciudad: Cotabato, nombre del pais: Philippines, Poblacion ciudad: 170467
Nombre de la ciudad: Meycauayan, nombre del pais: Philippines, Poblacion ciudad: 169622
Nombre de la ciudad: Puerto Princesa, nombre del pais: Philippines, Poblacion ciudad: 168453
Nombre de la ciudad: Legazpi, nombre del pais: Philippines, Poblacion ciudad: 163353
Nombre de la ciudad: Silang, nombre del pais: Philippines, Poblacion ciudad: 162444
Nombre de la ciudad: Ormoc, nombre del pais: Philippines, Poblacion ciudad: 160529
Nombre de la ciudad: San Carlos, nombre del pais: Philippines, Poblacion ciudad: 160495
Nombre de la ciudad: Kabankalan, nombre del pais: Philippines, Poblacion ciudad: 155819
Nombre de la ciudad: Talisay, nombre del pais: Philippines, Poblacion ciudad: 154093
Nombre de la ciudad: Valencia, nombre del pais: Philippines, Poblacion ciudad: 153899
Nombre de la ciudad: Calbayog, nombre del pais: Philippines, Poblacion ciudad: 153132
Nombre de la ciudad: Santa Maria, nombre del pais: Philippines, Poblacion ciudad: 150110
Nombre de la ciudad: Pagadian, nombre del pais: Philippines, Poblacion ciudad: 148272
Nombre de la ciudad: Cadiz, nombre del pais: Philippines, Poblacion ciudad: 147688
Nombre de la ciudad: Bago, nombre del pais: Philippines, Poblacion ciudad: 147446
Nombre de la ciudad: Toledo, nombre del pais: Philippines, Poblacion ciudad: 146876
Nombre de la ciudad: Naga, nombre del pais: Philippines, Poblacion ciudad: 143377
Nombre de la ciudad: San Mateo, nombre del pais: Philippines, Poblacion ciudad: 141081
Nombre de la ciudad: Panabo, nombre del pais: Philippines, Poblacion ciudad: 139361
Nombre de la ciudad: Koronadal, nombre del pais: Philippines, Poblacion ciudad: 139190
Nombre de la ciudad: Marawi, nombre del pais: Philippines, Poblacion ciudad: 136385
Nombre de la ciudad: Dagupan, nombre del pais: Philippines, Poblacion ciudad: 135592
Nombre de la ciudad: Sagay, nombre del pais: Philippines, Poblacion ciudad: 135007
Nombre de la ciudad: Roxas, nombre del pais: Philippines, Poblacion ciudad: 131456
Nombre de la ciudad: Lubao, nombre del pais: Philippines, Poblacion ciudad: 130776
Nombre de la ciudad: Digos, nombre del pais: Philippines, Poblacion ciudad: 130227
Nombre de la ciudad: San Miguel, nombre del pais: Philippines, Poblacion ciudad: 128826
Nombre de la ciudad: Malaybalay, nombre del pais: Philippines, Poblacion ciudad: 128667
Nombre de la ciudad: Tuguegarao, nombre del pais: Philippines, Poblacion ciudad: 125518
Nombre de la ciudad: Ilagan, nombre del pais: Philippines, Poblacion ciudad: 124836
Nombre de la ciudad: Baliuag, nombre del pais: Philippines, Poblacion ciudad: 124509
Nombre de la ciudad: Surigao, nombre del pais: Philippines, Poblacion ciudad: 123322
Nombre de la ciudad: San Carlos, nombre del pais: Philippines, Poblacion ciudad: 123036
Nombre de la ciudad: San Juan del Monte, nombre del pais: Philippines, Poblacion ciudad: 122433
Nombre de la ciudad: Tanauan, nombre del pais: Philippines, Poblacion ciudad: 122286
Nombre de la ciudad: Concepcion, nombre del pais: Philippines, Poblacion ciudad: 119823
Nombre de la ciudad: Rodriguez (Montalban), nombre del pais: Philippines, Poblacion ciudad: 119819
Nombre de la ciudad: Sariaya, nombre del pais: Philippines, Poblacion ciudad: 119196
Nombre de la ciudad: Malasiqui, nombre del pais: Philippines, Poblacion ciudad: 117762
Nombre de la ciudad: General Mariano Alvarez, nombre del pais: Philippines, Poblacion ciudad: 116987
Nombre de la ciudad: Urdaneta, nombre del pais: Philippines, Poblacion ciudad: 116089
Nombre de la ciudad: Hagonoy, nombre del pais: Philippines, Poblacion ciudad: 115926
Nombre de la ciudad: San Jose, nombre del pais: Philippines, Poblacion ciudad: 115493
Nombre de la ciudad: Polomolok, nombre del pais: Philippines, Poblacion ciudad: 115181
Nombre de la ciudad: Santiago, nombre del pais: Philippines, Poblacion ciudad: 114995
Nombre de la ciudad: Tanza, nombre del pais: Philippines, Poblacion ciudad: 114981
Nombre de la ciudad: Ozamis, nombre del pais: Philippines, Poblacion ciudad: 114880
Nombre de la ciudad: Mexico, nombre del pais: Philippines, Poblacion ciudad: 113903
Nombre de la ciudad: San Jose, nombre del pais: Philippines, Poblacion ciudad: 112627
Nombre de la ciudad: Silay, nombre del pais: Philippines, Poblacion ciudad: 112073
Nombre de la ciudad: General Trias, nombre del pais: Philippines, Poblacion ciudad: 112040
Nombre de la ciudad: Tabaco, nombre del pais: Philippines, Poblacion ciudad: 111495
Nombre de la ciudad: Cabuyao, nombre del pais: Philippines, Poblacion ciudad: 110937
Nombre de la ciudad: Calapan, nombre del pais: Philippines, Poblacion ciudad: 110188
Nombre de la ciudad: Mati, nombre del pais: Philippines, Poblacion ciudad: 110186
Nombre de la ciudad: Midsayap, nombre del pais: Philippines, Poblacion ciudad: 110032
Nombre de la ciudad: Cauayan, nombre del pais: Philippines, Poblacion ciudad: 108151
Nombre de la ciudad: Gingoog, nombre del pais: Philippines, Poblacion ciudad: 106514
Nombre de la ciudad: Dumaguete, nombre del pais: Philippines, Poblacion ciudad: 106396
Nombre de la ciudad: San Fernando, nombre del pais: Philippines, Poblacion ciudad: 106205
Nombre de la ciudad: Arayat, nombre del pais: Philippines, Poblacion ciudad: 105903
Nombre de la ciudad: Bayawan (Tulong), nombre del pais: Philippines, Poblacion ciudad: 105486
Nombre de la ciudad: Kidapawan, nombre del pais: Philippines, Poblacion ciudad: 105293
Nombre de la ciudad: Daraga (Locsin), nombre del pais: Philippines, Poblacion ciudad: 105112
Nombre de la ciudad: Marilao, nombre del pais: Philippines, Poblacion ciudad: 105097
Nombre de la ciudad: Malita, nombre del pais: Philippines, Poblacion ciudad: 104040
Nombre de la ciudad: Dipolog, nombre del pais: Philippines, Poblacion ciudad: 103896
Nombre de la ciudad: Cavite, nombre del pais: Philippines, Poblacion ciudad: 103381
Nombre de la ciudad: Danao, nombre del pais: Philippines, Poblacion ciudad: 102771
Nombre de la ciudad: Bislig, nombre del pais: Philippines, Poblacion ciudad: 101813
Nombre de la ciudad: Talavera, nombre del pais: Philippines, Poblacion ciudad: 101260
Nombre de la ciudad: Guagua, nombre del pais: Philippines, Poblacion ciudad: 100770
Nombre de la ciudad: Bayambang, nombre del pais: Philippines, Poblacion ciudad: 100511
Nombre de la ciudad: Nasugbu, nombre del pais: Philippines, Poblacion ciudad: 99995
Nombre de la ciudad: Baybay, nombre del pais: Philippines, Poblacion ciudad: 99492
Nombre de la ciudad: Capas, nombre del pais: Philippines, Poblacion ciudad: 99065
Nombre de la ciudad: Sultan Kudarat, nombre del pais: Philippines, Poblacion ciudad: 98693
Nombre de la ciudad: Laoag, nombre del pais: Philippines, Poblacion ciudad: 98282
Nombre de la ciudad: Bayugan, nombre del pais: Philippines, Poblacion ciudad: 97404
Nombre de la ciudad: Malungon, nombre del pais: Philippines, Poblacion ciudad: 96997
Nombre de la ciudad: Santa Cruz, nombre del pais: Philippines, Poblacion ciudad: 96437
Nombre de la ciudad: Sorsogon, nombre del pais: Philippines, Poblacion ciudad: 96249
Nombre de la ciudad: Candelaria, nombre del pais: Philippines, Poblacion ciudad: 96162
Nombre de la ciudad: Ligao, nombre del pais: Philippines, Poblacion ciudad: 94263
Nombre de la ciudad: Pyongyang, nombre del pais: North Korea, Poblacion ciudad: 2584353
Nombre de la ciudad: Hamhung, nombre del pais: North Korea, Poblacion ciudad: 738402
Nombre de la ciudad: Chongjin, nombre del pais: North Korea, Poblacion ciudad: 606011
Nombre de la ciudad: Nampo, nombre del pais: North Korea, Poblacion ciudad: 589074
Nombre de la ciudad: Sinuiju, nombre del pais: North Korea, Poblacion ciudad: 339181
Nombre de la ciudad: Wonsan, nombre del pais: North Korea, Poblacion ciudad: 312273
Nombre de la ciudad: Phyongsong, nombre del pais: North Korea, Poblacion ciudad: 283959
Nombre de la ciudad: Sariwon, nombre del pais: North Korea, Poblacion ciudad: 264412
Nombre de la ciudad: Haeju, nombre del pais: North Korea, Poblacion ciudad: 238430
Nombre de la ciudad: Kanggye, nombre del pais: North Korea, Poblacion ciudad: 232435
Nombre de la ciudad: Kimchaek, nombre del pais: North Korea, Poblacion ciudad: 186231
Nombre de la ciudad: Hyesan, nombre del pais: North Korea, Poblacion ciudad: 185211
Nombre de la ciudad: Kaesong, nombre del pais: North Korea, Poblacion ciudad: 178428
Nombre de la ciudad: Gaza, nombre del pais: Palestine, Poblacion ciudad: 367918
Nombre de la ciudad: Khan Yunis, nombre del pais: Palestine, Poblacion ciudad: 128150
Nombre de la ciudad: Hebron, nombre del pais: Palestine, Poblacion ciudad: 124224
Nombre de la ciudad: Jabaliya, nombre del pais: Palestine, Poblacion ciudad: 118502
Nombre de la ciudad: Nablus, nombre del pais: Palestine, Poblacion ciudad: 104279
Nombre de la ciudad: Rafah, nombre del pais: Palestine, Poblacion ciudad: 95737
Nombre de la ciudad: Doha, nombre del pais: Qatar, Poblacion ciudad: 369342
Nombre de la ciudad: Riyadh, nombre del pais: Saudi Arabia, Poblacion ciudad: 3458289
Nombre de la ciudad: Jedda, nombre del pais: Saudi Arabia, Poblacion ciudad: 2128970
Nombre de la ciudad: Mekka, nombre del pais: Saudi Arabia, Poblacion ciudad: 1004714
Nombre de la ciudad: Medina, nombre del pais: Saudi Arabia, Poblacion ciudad: 632875
Nombre de la ciudad: al-Dammam, nombre del pais: Saudi Arabia, Poblacion ciudad: 501784
Nombre de la ciudad: al-Taif, nombre del pais: Saudi Arabia, Poblacion ciudad: 432910
Nombre de la ciudad: Tabuk, nombre del pais: Saudi Arabia, Poblacion ciudad: 304421
Nombre de la ciudad: Burayda, nombre del pais: Saudi Arabia, Poblacion ciudad: 258643
Nombre de la ciudad: al-Hufuf, nombre del pais: Saudi Arabia, Poblacion ciudad: 234922
Nombre de la ciudad: al-Mubarraz, nombre del pais: Saudi Arabia, Poblacion ciudad: 227951
Nombre de la ciudad: Khamis Mushayt, nombre del pais: Saudi Arabia, Poblacion ciudad: 226703
Nombre de la ciudad: Hail, nombre del pais: Saudi Arabia, Poblacion ciudad: 183942
Nombre de la ciudad: al-Kharj, nombre del pais: Saudi Arabia, Poblacion ciudad: 158244
Nombre de la ciudad: al-Khubar, nombre del pais: Saudi Arabia, Poblacion ciudad: 147424
Nombre de la ciudad: Jubayl, nombre del pais: Saudi Arabia, Poblacion ciudad: 146488
Nombre de la ciudad: Hafar al-Batin, nombre del pais: Saudi Arabia, Poblacion ciudad: 143367
Nombre de la ciudad: al-Tuqba, nombre del pais: Saudi Arabia, Poblacion ciudad: 130778
Nombre de la ciudad: Yanbu, nombre del pais: Saudi Arabia, Poblacion ciudad: 124639
Nombre de la ciudad: Abha, nombre del pais: Saudi Arabia, Poblacion ciudad: 116836
Nombre de la ciudad: Ara´ar, nombre del pais: Saudi Arabia, Poblacion ciudad: 112467
Nombre de la ciudad: al-Qatif, nombre del pais: Saudi Arabia, Poblacion ciudad: 102895
Nombre de la ciudad: al-Hawiya, nombre del pais: Saudi Arabia, Poblacion ciudad: 97693
Nombre de la ciudad: Unayza, nombre del pais: Saudi Arabia, Poblacion ciudad: 94780
Nombre de la ciudad: Najran, nombre del pais: Saudi Arabia, Poblacion ciudad: 94676
Nombre de la ciudad: Singapore, nombre del pais: Singapore, Poblacion ciudad: 4180048
Nombre de la ciudad: Damascus, nombre del pais: Syria, Poblacion ciudad: 1401418
Nombre de la ciudad: Aleppo, nombre del pais: Syria, Poblacion ciudad: 1312966
Nombre de la ciudad: Hims, nombre del pais: Syria, Poblacion ciudad: 527903
Nombre de la ciudad: Hama, nombre del pais: Syria, Poblacion ciudad: 357232
Nombre de la ciudad: Latakia, nombre del pais: Syria, Poblacion ciudad: 275251
Nombre de la ciudad: al-Qamishliya, nombre del pais: Syria, Poblacion ciudad: 150114
Nombre de la ciudad: Dayr al-Zawr, nombre del pais: Syria, Poblacion ciudad: 146133
Nombre de la ciudad: Jaramana, nombre del pais: Syria, Poblacion ciudad: 144062
Nombre de la ciudad: Duma, nombre del pais: Syria, Poblacion ciudad: 136456
Nombre de la ciudad: al-Raqqa, nombre del pais: Syria, Poblacion ciudad: 112383
Nombre de la ciudad: Idlib, nombre del pais: Syria, Poblacion ciudad: 94760
Nombre de la ciudad: Bangkok, nombre del pais: Thailand, Poblacion ciudad: 6575508
Nombre de la ciudad: Nonthaburi, nombre del pais: Thailand, Poblacion ciudad: 303900
Nombre de la ciudad: Nakhon Ratchasima, nombre del pais: Thailand, Poblacion ciudad: 188728
Nombre de la ciudad: Chiang Mai, nombre del pais: Thailand, Poblacion ciudad: 178012
Nombre de la ciudad: Udon Thani, nombre del pais: Thailand, Poblacion ciudad: 164487
Nombre de la ciudad: Hat Yai, nombre del pais: Thailand, Poblacion ciudad: 154636
Nombre de la ciudad: Khon Kaen, nombre del pais: Thailand, Poblacion ciudad: 131610
Nombre de la ciudad: Pak Kret, nombre del pais: Thailand, Poblacion ciudad: 131147
Nombre de la ciudad: Nakhon Sawan, nombre del pais: Thailand, Poblacion ciudad: 128801
Nombre de la ciudad: Ubon Ratchathani, nombre del pais: Thailand, Poblacion ciudad: 120998
Nombre de la ciudad: Songkhla, nombre del pais: Thailand, Poblacion ciudad: 98733
Nombre de la ciudad: Nakhon Pathom, nombre del pais: Thailand, Poblacion ciudad: 97901
Nombre de la ciudad: Dushanbe, nombre del pais: Tajikistan, Poblacion ciudad: 545169
Nombre de la ciudad: Khujand, nombre del pais: Tajikistan, Poblacion ciudad: 168024
Nombre de la ciudad: Ashgabat, nombre del pais: Turkmenistan, Poblacion ciudad: 562440
Nombre de la ciudad: Chärjew, nombre del pais: Turkmenistan, Poblacion ciudad: 196843
Nombre de la ciudad: Dashhowuz, nombre del pais: Turkmenistan, Poblacion ciudad: 147528
Nombre de la ciudad: Mary, nombre del pais: Turkmenistan, Poblacion ciudad: 105080
Nombre de la ciudad: Dili, nombre del pais: East Timor, Poblacion ciudad: 49835
Nombre de la ciudad: Istanbul, nombre del pais: Turkey, Poblacion ciudad: 9142991
Nombre de la ciudad: Ankara, nombre del pais: Turkey, Poblacion ciudad: 3160900
Nombre de la ciudad: Izmir, nombre del pais: Turkey, Poblacion ciudad: 2216425
Nombre de la ciudad: Adana, nombre del pais: Turkey, Poblacion ciudad: 1176897
Nombre de la ciudad: Bursa, nombre del pais: Turkey, Poblacion ciudad: 1140113
Nombre de la ciudad: Gaziantep, nombre del pais: Turkey, Poblacion ciudad: 820933
Nombre de la ciudad: Konya, nombre del pais: Turkey, Poblacion ciudad: 653749
Nombre de la ciudad: Mersin (Içel), nombre del pais: Turkey, Poblacion ciudad: 610935
Nombre de la ciudad: Antalya, nombre del pais: Turkey, Poblacion ciudad: 587736
Nombre de la ciudad: Diyarbakir, nombre del pais: Turkey, Poblacion ciudad: 499270
Nombre de la ciudad: Kayseri, nombre del pais: Turkey, Poblacion ciudad: 494873
Nombre de la ciudad: Eskisehir, nombre del pais: Turkey, Poblacion ciudad: 489799
Nombre de la ciudad: Sanliurfa, nombre del pais: Turkey, Poblacion ciudad: 422303
Nombre de la ciudad: Samsun, nombre del pais: Turkey, Poblacion ciudad: 353601
Nombre de la ciudad: Malatya, nombre del pais: Turkey, Poblacion ciudad: 343656
Nombre de la ciudad: Gebze, nombre del pais: Turkey, Poblacion ciudad: 274842
Nombre de la ciudad: Denizli, nombre del pais: Turkey, Poblacion ciudad: 264102
Nombre de la ciudad: Sivas, nombre del pais: Turkey, Poblacion ciudad: 256605
Nombre de la ciudad: Erzurum, nombre del pais: Turkey, Poblacion ciudad: 256494
Nombre de la ciudad: Tarsus, nombre del pais: Turkey, Poblacion ciudad: 256152
Nombre de la ciudad: Kahramanmaras, nombre del pais: Turkey, Poblacion ciudad: 255700
Nombre de la ciudad: Elâzig, nombre del pais: Turkey, Poblacion ciudad: 238058
Nombre de la ciudad: Van, nombre del pais: Turkey, Poblacion ciudad: 228179
Nombre de la ciudad: Sultanbeyli, nombre del pais: Turkey, Poblacion ciudad: 219594
Nombre de la ciudad: Izmit (Kocaeli), nombre del pais: Turkey, Poblacion ciudad: 218554
Nombre de la ciudad: Manisa, nombre del pais: Turkey, Poblacion ciudad: 215515
Nombre de la ciudad: Batman, nombre del pais: Turkey, Poblacion ciudad: 212025
Nombre de la ciudad: Balikesir, nombre del pais: Turkey, Poblacion ciudad: 204315
Nombre de la ciudad: Sakarya (Adapazari), nombre del pais: Turkey, Poblacion ciudad: 198342
Nombre de la ciudad: Iskenderun, nombre del pais: Turkey, Poblacion ciudad: 159203
Nombre de la ciudad: Osmaniye, nombre del pais: Turkey, Poblacion ciudad: 151901
Nombre de la ciudad: Çorum, nombre del pais: Turkey, Poblacion ciudad: 151372
